Degree,Degree,Dates,Description
B.Sc. of Information Technology,Computer Science & Artificial Intelligence | Damietta University,2022 â€“ 2026,"Bachelor's degree focusing on software engineering, algorithms, and artificial intelligence with practical projects in mobile and web development."
